ID,Sentence
11469,"In this context, do you think a MAC-based or a digital-signature-based integrity
scheme is more suitable?"
11470,Why?
11471,R16.
11472,What is the purpose of a nonce in an end-point authentication protocol?
11473,R17.
11474,What does it mean to say that a nonce is a once-in-a-lifetime value?
11475,In whose lifetime?R18.
11476,Is the message integrity scheme based on HMAC susceptible to playback attacks?
11477,"If so,
how can a nonce be incorporated into the scheme to remove this susceptibility?(m, H(m)+s), H(m)+s
R19."
11478,Suppose that Bob receives a PGP message from Alice.
11479,"How does Bob know for sure that
Alice created the message (rather than, say, Trudy)?"
11480,"Does PGP use a MAC for message
integrity?"
11481,R20.
11482,"In the SSL record, there is a field for SSL sequence numbers."
11483,True or false?
11484,R21.
11485,What is the purpose of the random nonces in the SSL handshake?R22.
11486,Suppose an SSL session employs a block cipher with CBC.
11487,"True or false: The server
sends to the client the IV in the clear."
11488,R23.
11489,Suppose Bob initiates a TCP connection to Trudy who is pretending to be Alice.
11490,"During the
handshake, Trudy sends Bob Alice’s certificate."
11491,"In what step of the SSL handshake algorithm
will Bob discover that he is not communicating with Alice?"
11492,R24.
11493,Consider sending a stream of packets from Host A to Host B using IPsec.
11494,"Typically, a new
SA will be established for each packet sent in the stream."
11495,True or false?
11496,R25.
11497,"Suppose that TCP is being run over IPsec between headquarters and the branch office in
Figure 8.28 ."
11498,"If TCP retransmits the same packet, then the two corresponding packets sent by
R1 packets will have the same sequence number in the ESP header."
11499,True or false?
11500,R26.
11501,An IKE SA and an IPsec SA are the same thing.
11502,True or false?
11503,R27.
11504,Consider WEP for 802.11.
11505,"Suppose that the data is 10101100 and the keystream is
1111000."
11506,"What is the resulting ciphertext?SECTION 8.9
ProblemsR28."
11507,"In WEP, an IV is sent in the clear in every frame."
11508,True or false?
11509,R29.
11510,Stateful packet filters maintain two data structures.
11511,"Name them and briefly describe what
they do."
11512,R30.
11513,Consider a traditional (stateless) packet filter.
11514,"This packet filter may filter packets based on
TCP flag bits as well as other header fields."
11515,True or false?
11516,R31.
11517,"In a traditional packet filter, each interface can have its own access control list."
11518,"True or
false?"
11519,R32.
11520,Why must an application gateway work in conjunction with a router filter to be effective?
11521,R33.
11522,Signature-based IDSs and IPSs inspect into the payloads of TCP and UDP segments.
11523,"True
or false?"
11524,P1.
11525,"Using the monoalphabetic cipher in Figure 8.3 , encode the message “This is an easy
problem.” Decode the message “rmij’u uamu xyj.”
P2."
11526,"Show that Trudy’s known-plaintext attack, in which she knows the (ciphertext, plaintext)
translation pairs for seven letters, reduces the number of possible substitutions to be checked in
the example in Section 8.2.1 by approximately 109."
11527,P3.
11528,Consider the polyalphabetic system shown in Figure 8.4 .
11529,"Will a chosen-plaintext attack that
is able to get the plaintext encoding of the message “The quick brown fox jumps over the lazy
dog.” be sufficient to decode all messages?"
11530,Why or why not?
11531,P4.
11532,Consider the block cipher in Figure 8.5 .
11533,"Suppose that each block cipher T simply reverses
the order of the eight input bits (so that, for example, 11110000 becomes 00001111)."
11534,"Furthersuppose that the 64-bit scrambler does not modify any bits (so that the output value of the mth
bit is equal to the input value of the mth bit)."
11535,"(a) With  and the original 64-bit input equal to
10100000 repeated eight times, what is the value of the output?"
11536,"(b) Repeat part (a) but now
change the last bit of the original 64-bit input from a 0 to a 1."
11537,(c) Repeat parts (a) and (b) but nowsuppose that the 64-bit scrambler inverses the order of the 64 bits.
11538,P5.
11539,Consider the block cipher in Figure 8.5 .
11540,"For a given “key” Alice and Bob would need to
keep eight tables, each 8 bits by 8 bits."
11541,"For Alice (or Bob) to store all eight tables, how many bits
of storage are necessary?"
11542,How does this number compare with the number of bits required for afull-table 64-bit block cipher?
11543,P6.
11544,Consider the 3-bit block cipher in Table 8.1 .
11545,Suppose the plaintext is 100100100.
11546,"(a) Initially
assume that CBC is not used."
11547,What is the resulting ciphertext?
11548,"(b) Suppose Trudy sniffs the
ciphertext."
11549,"Assuming she knows that a 3-bit block cipher without CBC is being employed (but
doesn’t know the specific cipher), what can she surmise?"
11550,"(c) Now suppose that CBC is usedi
n=3with ."
11551,What is the resulting ciphertext?
11552,P7.
11553,"(a) Using RSA, choose  and , and encode the word “dog” by encrypting each letter
separately."
11554,"Apply the decryption algorithm to the encrypted version to recover the original
plaintext message."
11555,(b) Repeat part (a) but now encrypt “dog” as one message m.
11556,P8.
11557,Consider RSA with  and .
11558,a.
11559,What are n and z?
11560,b.
11561,Let e be 3.
11562,Why is this an acceptable choice for e?
11563,c.
11564,Find d such that  (mod z) and .
11565,d.
11566,"Encrypt the message  using the key (n, e)."
11567,"Let c denote the corresponding
ciphertext."
11568,Show all work.
11569,"Hint: To simplify the calculations, use the fact:
P9."
11570,"In this problem, we explore the Diffie-Hellman (DH) public-key encryption algorithm, which
allows two entities to agree on a shared key."
11571,"The DH algorithm makes use of a large prime
number p and another large number g less than p."
11572,"Both p and g are made public (so that an
attacker would know them)."
11573,"In DH, Alice and Bob each independently choose secret keys, S
and S , respectively."
11574,"Alice then computes her public key, T, by raising g to S  and then taking
mod p."
11575,Bob similarly computes his own public key T by raising g to S  and then taking mod p.
11576,Alice and Bob then exchange their public keys over the Internet.
11577,Alice then calculates the sharedsecret key S by raising T  to S  and then taking mod p.
11578,"Similarly, Bob calculates the shared key
S′ by raising T  to S  and then taking mod p."
11579,a.
11580,"Prove that, in general, Alice and Bob obtain the same symmetric key, that is, prove ."
11581,b.
11582,"With p = 11 and g = 2, suppose Alice and Bob choose private keys  and ,
respectively."
11583,"Calculate Alice’s and Bob’s public keys, T and T ."
11584,Show all work.
11585,c.
11586,"Following up on part (b), now calculate S as the shared symmetric key."
11587,Show all work.
11588,d.
11589,"Provide a timing diagram that shows how Diffie-Hellman can be attacked by a man-in-
the-middle."
11590,"The timing diagram should have three vertical lines, one for Alice, one for
Bob, and one for the attacker Trudy."
11591,P10.
11592,"Suppose Alice wants to communicate with Bob using symmetric key cryptography using a
session key K ."
11593,"In Section 8.2 , we learned how public-key cryptography can be used to
distribute the session key from Alice to Bob."
11594,"In this problem, we explore how the session key can
be distributed—without public key cryptography—using a key distribution center (KDC)."
11595,"The
KDC is a server that shares a unique secret symmetric key with each registered user."
11596,"For Alice
and Bob, denote these keys by K  and K ."
11597,"Design a scheme that uses the KDC to
distribute K  to Alice and Bob."
11598,"Your scheme should use three messages to distribute the session
key: a message from Alice to the KDC; a message from the KDC to Alice; and finally a messagefrom Alice to Bob."
11599,"The first message is K  (A, B)."
11600,"Using the notation, K , K , S, A, and
B answer the following questions.IV=111
p=3 q=11
p=5 q=11
de=1 d<160
m=8
[ (a mod n)⋅(b mod n)]mod n=(a⋅b)modn
A
B A A
B B
B A
A B
S=S′
SA=5 SB=12
A B
S
A-KDC B-KDC
S
A-KDC A-KDC B-KDCa. What is the second message?"
11601,b.
11602,What is the third message?
11603,P11.
11604,"Compute a third message, different from the two messages in Figure 8.8 , that has the
same checksum as the messages in Figure 8.8 ."
11605,P12.
11606,"Suppose Alice and Bob share two secret keys: an authentication key S and a symmetric
encryption key S."
11607,Augment Figure 8.9 so that both integrity and confidentiality are provided.
11608,P13.
11609,"In the BitTorrent P2P file distribution protocol (see Chapter 2 ), the seed breaks the file into
blocks, and the peers redistribute the blocks to each other."
11610,"Without any protection, an attacker
can easily wreak havoc in a torrent by masquerading as a benevolent peer and sending bogus
blocks to a small subset of peers in the torrent."
11611,"These unsuspecting peers then redistribute thebogus blocks to other peers, which in turn redistribute the bogus blocks to even more peers.Thus, it is critical for BitTorrent to have a mechanism that allows a peer to verify the integrity of ablock, so that it doesn’t redistribute bogus blocks."
11612,"Assume that when a peer joins a torrent, it
initially gets a .torrent file from a fully trusted source."
11613,"Describe a simple scheme that allows
peers to verify the integrity of blocks."
11614,P14.
11615,"The OSPF routing protocol uses a MAC rather than digital signatures to provide message
integrity."
11616,Why do you think a MAC was chosen over digital signatures?
11617,P15.
11618,"Consider our authentication protocol in Figure 8.18 in which Alice authenticates herself to
Bob, which we saw works well (i.e., we found no flaws in it)."
11619,"Now suppose that while Alice is
authenticating herself to Bob, Bob must authenticate himself to Alice."
11620,"Give a scenario by which
Trudy, pretending to be Alice, can now authenticate herself to Bob as Alice."
11621,"( Hint: Consider that
the sequence of operations of the protocol, one with Trudy initiating and one with Bob initiating,
can be arbitrarily interleaved."
11622,"Pay particular attention to the fact that both Bob and Alice will usea nonce, and that if care is not taken, the same nonce can be used maliciously.)
P16."
11623,"A natural question is whether we can use a nonce and public key cryptography to solve the
end-point authentication problem in Section 8.4 ."
11624,"Consider the following natural protocol: (1)
Alice sends the message “ I am Alice ” to Bob."
11625,"(2) Bob chooses a nonce, R, and sends it to
Alice."
11626,(3) Alice uses her private key to encrypt the nonce and sends the resulting value to Bob.
11627,(4) Bob applies Alice’s public key to the received message.
11628,"Thus, Bob computes R and
authenticates Alice."
11629,a.
11630,"Diagram this protocol, using the notation for public and private keys employed in the
textbook."
11631,b.
11632,Suppose that certificates are not used.
11633,Describe how Trudy can become a “woman-in-the-middle” by intercepting Alice’s messages and then ­pretending to be Alice to Bob.
11634,P17.
11635,"Figure 8.19 shows the operations that Alice must perform with PGP to provide
confidentiality, authentication, and integrity."
11636,"Diagram the corresponding operations that Bob
must perform on the package received from Alice."
11637,P18.
11638,Suppose Alice wants to send an e-mail to Bob.
11639,"Bob has a public-private key pair1
2, and Alice has Bob’s certificate."
11640,"But Alice does not have a public, private key pair."
11641,Alice and Bob (and the entire world) share the same hash function .
11642,a.
11643,"In this situation, is it possible to design a scheme so that Bob can verify that Alice
created the message?"
11644,"If so, show how with a block diagram for Alice and Bob."
11645,b.
11646,Is it possible to design a scheme that provides confidentiality for sending the messagefrom Alice to Bob?
11647,"If so, show how with a block diagram for Alice and Bob."
11648,P19.
11649,Consider the Wireshark output below for a portion of an SSL session.
11650,a.
11651,Is Wireshark packet 112 sent by the client or server?
11652,b.
11653,What is the server’s IP address and port number?
11654,c.
11655,"Assuming no loss and no retransmissions, what will be the sequence number of the nextTCP segment sent by the client?"
11656,d.
11657,How many SSL records does Wireshark packet 112 contain?
11658,e.
11659,Does packet 112 contain a Master Secret or an Encrypted Master Secret or neither?
11660,f.
11661,"Assuming that the handshake type field is 1 byte and each length field is 3 bytes, whatare the values of the first and last bytes of the Master Secret (or Encrypted Master
Secret)?"
11662,g.
11663,The client encrypted handshake message takes into account how many SSL records?
11664,h.
11665,The server encrypted handshake message takes into account how many SSL records?
11666,P20.
11667,"In Section 8.6.1 , it is shown that without sequence numbers, Trudy (a woman-in-the
middle) can wreak havoc in an SSL session by interchanging TCP segments."
11668,"Can Trudy do
something similar by deleting a TCP segment?"
11669,"What does she need to do to succeed at the
deletion attack?"
11670,"What effect will it have?(KB+,KB−)
H(⋅)(Wireshark screenshot reprinted by permission of the Wireshark Foundation.)
P21."
11671,Suppose Alice and Bob are communicating over an SSL session.
11672,"Suppose an attacker,
who does not have any of the shared keys, inserts a bogus TCP segment into a packet stream
with correct TCP checksum and sequence numbers (and correct IP addresses and port
numbers)."
11673,Will SSL at the receiving side accept the bogus packet and pass the payload to thereceiving application?
11674,Why or why not?
11675,P22.
11676,The following true/false questions pertain to Figure 8.28 .
11677,a.
11678,"When a host in 172.16.1/24 sends a datagram to an Amazon.com server, the router R1
will encrypt the datagram using IPsec."
11679,b.
11680,"When a host in 172.16.1/24 sends a datagram to a host in 172.16.2/24, the router R1 will
change the source and destination address of the IP datagram."
11681,c.
11682,Suppose a host in 172.16.1/24 initiates a TCP connection to a Web server in172.16.2/24.
11683,"As part of this connection, all datagrams sent by R1 will have protocol
number 50 in the left-most IPv4 header field."
11684,d.
11685,Consider sending a TCP segment from a host in 172.16.1/24 to a host in 172.16.2/24.
11686,"Suppose the acknowledgment for this segment gets lost, so that TCP resends the
segment."
11687,"Because IPsec uses sequence numbers, R1 will not resend the TCP segment.P23."
11688,Consider the example in Figure 8.28 .
11689,"Suppose Trudy is a woman-in-the-middle, who can
insert datagrams into the stream of datagrams going from R1 and R2."
11690,"As part of a replay attack,
Trudy sends a duplicate copy of one of the datagrams sent from R1 to R2."
11691,Will R2 decrypt theduplicate datagram and forward it into the branch-office network?
11692,"If not, describe in detail howR2 detects the duplicate datagram."
11693,P24.
11694,Consider the following pseudo-WEP protocol.
11695,The key is 4 bits and the IV is 2 bits.
11696,"The IV
is appended to the end of the key when generating the keystream."
11697,"Suppose that the shared
secret key is 1010."
11698,The keystreams for the four possible inputs are as follows:101000: 0010101101010101001011010100100 .
11699,.
11700,.
11701,101001: 1010011011001010110100100101101 .
11702,.
11703,.101010: 0001101000111100010100101001111 .
11704,.
11705,.101011: 1111101010000000101010100010111 .
11706,.
11707,.
11708,Suppose all messages are 8 bits long.
11709,"Suppose the ICV (integrity check) is 4 bits long, and is
calculated by XOR-ing the first 4 bits of data with the last 4 bits of data."
11710,"Suppose the pseudo-WEP packet consists of three fields: first the IV field, then the message field, and last the ICVfield, with some of these fields encrypted."
11711,a.
11712,We want to send the message  using the  and using WEP.
11713,"What will
be the values in the three WEP fields?"
11714,b.
11715,"Show that when the receiver decrypts the WEP packet, it recovers the message and the
ICV."
11716,c.
11717,"Suppose Trudy intercepts a WEP packet (not necessarily with the ) and wants to
modify it before forwarding it to the receiver."
11718,Suppose Trudy flips the first ICV bit.
11719,"Assuming that Trudy does not know the keystreams for any of the IVs, what other bit(s)must Trudy also flip so that the received packet passes the ICV check?"
11720,d.
11721,"Justify your answer by modifying the bits in the WEP packet in part (a), decrypting the
resulting packet, and verifying the integrity check."
11722,P25.
11723,"Provide a filter table and a connection table for a stateful firewall that is as restrictive as
possible but accomplishes the following:
a."
11724,Allows all internal users to establish Telnet sessions with external hosts.
11725,b.
11726,Allows external users to surf the company Web site at 222.22.0.12.
11727,c.
11728,But otherwise blocks all inbound and outbound traffic.
11729,The internal network is 222.22/16.
11730,"In your solution, suppose that the connection table is
currently caching three connections, all from inside to outside."
11731,You’ll need to inventappropriate IP addresses and port numbers.
11732,P26.
11733,Suppose Alice wants to visit the Web site activist.com using a TOR-like ­service.
11734,"This
service uses two non-colluding proxy servers, Proxy1 and Proxy2."
11735,"Alice first obtains them=10100000 IV=11
IV=11Wireshark Lab
In this lab (available from the book Web site), we investigate the Secure Sockets Layer (SSL) protocol."
11736,"Recall from Section 8.6 that SSL is used for securing a TCP connection, and that it is extensively used
in practice for secure Internet transactions."
11737,"In this lab, we will focus on the SSL records sent over the
TCP connection."
11738,"We will attempt to delineate and classify each of the records, with a goal ofunderstanding the why and how for each record."
11739,We investigate the various SSL record types as well asthe fields in the SSL messages.
11740,We do so by analyzing a trace of the SSL records sent between yourhost and an e-commerce server.
11741,"IPsec Lab
In this lab (available from the book Web site), we will explore how to create IPsec SAs between linux
boxes."
11742,"You can do the first part of the lab with two ordinary linux boxes, each with one Ethernet adapter.But for the second part of the lab, you will need four linux boxes, two of which having two Ethernetadapters."
11743,"In the second half of the lab, you will create IPsec SAs using the ESP protocol in the tunnelmode."
11744,"You will do this by first manually creating the SAs, and then by having IKE create the SAs.
AN INTERVIEW WITH…
Steven M."
11745,"Bellovin
Steven M."
11746,"Bellovin joined the faculty at Columbia University after many years at the NetworkServices Research Lab at AT&T Labs Research in Florham Park, New Jersey."
11747,"His focus is onnetworks, security, and why the two are incompatible."
11748,"In 1995, he was awarded the UsenixLifetime Achievement Award for his work in the creation of Usenet, the first newsgroup
exchange network that linked two or more computers and allowed users to share informationcertificates (each containing a public key) for Proxy1 and Proxy2 from some central server."
11749,"Denote  and  for the encryption/decryption with public and private RSA
keys."
11750,a.
11751,"Using a timing diagram, provide a protocol (as simple as possible) that enables Alice toestablish a shared session key S with Proxy1."
11752,"Denote S (m) for encryption/decryption of
data m with the shared key S ."
11753,b.
11754,"Using a timing diagram, provide a protocol (as simple as possible) that allows Alice toestablish a shared session key S with Proxy2 without revealing her IP address to
Proxy2."
11755,c.
11756,Assume now that shared keys S and S  are now established.
11757,"Using a timing diagram,
provide a protocol (as simple as possible and not using public-key cryptography ) that
allows Alice to request an html page from activist.com without revealing her IP address
to Proxy2 and without revealing to Proxy1 which site she is visiting ."
11758,"Your diagram should
end with an HTTP request arriving at activist.com.K1+(),K2+(),K1−(), K2−()
1 1
1
2
1 2and join in discussions."
11759,"Steve is also an elected member of the National Academy of
Engineering."
11760,He received his BA from Columbia University and his PhD from the University ofNorth Carolina at Chapel Hill.What led you to specialize in the networking security area?
11761,"This is going to sound odd, but the answer is simple: It was fun."
11762,"My background was in
systems programming and systems administration, which leads fairly naturally to security."
11763,"AndI’ve always been interested in communications, ranging back to part-time systemsprogramming jobs when I was in college."
11764,"My work on security continues to be motivated by two things—a desire to keep computers
useful, which means that their function can’t be corrupted by attackers, and a desire to protectprivacy."
11765,What was your vision for Usenet at the time that you were developing it?
11766,And now?
11767,"We originally viewed it as a way to talk about computer science and computer programming
around the country, with a lot of local use for administrative matters, for-sale ads, and so on."
11768,"Infact, my original prediction was one to two messages per day, from 50–100 sites at the most—ever."
11769,"But the real growth was in people-related topics, including—but not limited to—humaninteractions with computers."
11770,"My favorite newsgroups, over the years, have been things likerec.woodworking, as well as sci.crypt."
11771,"To some extent, netnews has been displaced by the Web."
11772,"Were I to start designing it today, it
would look very different."
11773,"But it still excels as a way to reach a very broad audience that isinterested in the topic, without having to rely on particular Web sites."
11774,Has anyone inspired you professionally?
11775,In what ways?
11776,"Professor Fred Brooks—the founder and original chair of the computer science department at
the University of North Carolina at Chapel Hill, the manager of the team that developed the IBM
S/360 and OS/360, and the author of The Mythical Man-Month —was a tremendous influence on
my career."
11777,"More than anything else, he taught outlook and trade-offs—how to look at problems
in the context of the real world (and how much messier the real world is than a theorist would
like), and how to balance competing interests in designing a solution."
11778,"Most computer work is
engineering—the art of making the right trade-offs to satisfy many contradictory objectives."
11779,What is your vision for the future of networking and security?
11780,"Thus far, much of the security we have has come from isolation."
11781,"A firewall, for example, works
by cutting off access to certain machines and services."
11782,But we’re in an era of increasingconnectivity—it’s gotten harder to isolate things.
11783,"Worse yet, our production systems require farmore separate pieces, interconnected by networks."
11784,Securing all that is one of our biggestchallenges.What would you say have been the greatest advances in security?
11785,"How much further do we
have to go?"
11786,"At least scientifically, we know how to do cryptography."
11787,That’s been a big help.
11788,"But most security
problems are due to buggy code, and that’s a much harder problem."
11789,"In fact, it’s the oldestunsolved problem in computer science, and I think it will remain that way."
11790,The challenge isfiguring out how to secure systems when we have to build them out of insecure components.
11791,"We
can already do that for reliability in the face of hardware failures; can we do the same for
security?"
11792,Do you have any advice for students about the Internet and networking security?
11793,Learning the mechanisms is the easy part.
11794,Learning how to “think paranoid” is harder.
11795,"You have
to remember that probability distributions don’t apply—the attackers can and will find improbableconditions."
11796,"And the details matter—a lot.Chapter 9 Multimedia Networking
While lounging in bed or riding buses and subways, people in all corners of the world are currently using
the Internet to watch movies and television shows on demand."
11797,Internet movie and television distributioncompanies such as Netflix and Amazon in North America and Youku and Kankan in China havepractically become household names.
11798,"But people are not only watching Internet videos, they are usingsites like YouTube to upload and distribute their own user-generated content, becoming Internet video
producers as well as consumers."
11799,"Moreover, network applications such as Skype, Google Talk, and
WeChat (enormously popular in China) allow people to not only make “telephone calls” over theInternet, but to also enhance those calls with video and multi-person conferencing."
11800,"In fact, we predictthat by the end of the current decade most of the video consumption and voice conversations will takeplace end-to-end over the Internet, more typically to wireless devices connected to the Internet viacellular and WiFi access networks."
11801,Traditional telephony and broadcast television are quickly becomingobsolete.
11802,"We begin this chapter with a taxonomy of multimedia applications in Section 9.1. We’ll see that a
multimedia application can be classified as either streaming stored audio/video , conversational
voice/video-over-IP , or streaming live audio/video ."
11803,"We’ll see that each of these classes of applications
has its own unique service requirements that differ significantly from those of traditional elastic
applications such as e-mail, Web browsing, and remote login."
11804,"In Section 9.2, we’ll examine video
streaming in some detail."
11805,"We’ll explore many of the underlying principles behind video streaming,
including client buffering, prefetching, and adapting video quality to available bandwidth."
11806,"In Section 9.3,
we investigate conversational voice and video, which, unlike elastic applications, are highly sensitive to
end-to-end delay but can tolerate occasional loss of data."
11807,"Here we’ll examine how techniques such as
adaptive playout, forward error correction, and error concealment can mitigate against network-induced
packet loss and delay."
11808,We’ll also examine Skype as a case study.
11809,"In Section 9.4, we’ll study RTP and
SIP, two popular protocols for real-time conversational voice and video applications."
11810,"In Section 9.5,
we’ll investigate mechanisms within the network that can be used to distinguish one class of traffic (e.g.,
delay-sensitive applications such as conversational voice) from another (e.g., elastic applications suchas browsing Web pages), and provide differentiated service among multiple classes of traffic.9.1 Multimedia Networking Applications
We define a multimedia network application as any network application that employs audio or video."
11811,"In
this section, we provide a taxonomy of multimedia applications."
11812,We’ll see that each class of applicationsin the taxonomy has its own unique set of service requirements and design issues.
11813,"But before diving intoan in-depth discussion of Internet multimedia applications, it is useful to consider the intrinsiccharacteristics of the audio and video media themselves."
11814,"9.1.1 Properties of Video
Perhaps the most salient characteristic of video is its high bit rate ."
11815,"Video distributed over the Internet
typically ranges from 100 kbps for low-quality video conferencing to over 3 Mbps for streaming high-definition movies."
11816,"To get a sense of how video bandwidth demands compare with those of other Internetapplications, let’s briefly consider three different users, each using a different Internet application."
11817,"Ourfirst user, Frank, is going quickly through photos posted on his friends’ Facebook pages."
11818,"Let’s assume
that Frank is looking at a new photo every 10 seconds, and that photos are on average 200 Kbytes in
size."
11819,"(As usual, throughout this discussion we make the simplifying assumption that )
Our second user, Martha, is streaming music from the Internet (“the cloud”) to her smartphone."
11820,"Let’sassume Martha is using a service such as Spotify to listen to many MP3 songs, one after the other,each encoded at a rate of 128 kbps."
11821,"Our third user, Victor, is watching a video that has been encoded at2 Mbps."
11822,"Finally, let’s suppose that the session length for all three users is 4,000 seconds (approximately
67 minutes)."
11823,Table 9.1 compares the bit rates and the total bytes transferred for these three users.
11824,"We
see that video streaming consumes by far the most bandwidth, having a bit rate of more than ten times
greater than that of the Facebook and music-streaming applications."
11825,"Therefore, when design
Table 9.1 Comparison of bit-rate requirements of three Internet applications
Bit rate Bytes transferred in 67 min
Facebook Frank 160 kbps 80 Mbytes
Martha Music 128 kbps 64 Mbytes
Victor Video 2 Mbps 1 Gbyte1 Kbyte=8,000 bits.ing networked video applications, the first thing we must keep in mind is the high bit-rate requirements of
video."
11826,"Given the popularity of video and its high bit rate, it is perhaps not surprising that Cisco predicts
[Cisco 2015]  that streaming and stored video will be approximately 80 percent of global consumer
Internet traffic by 2019."
11827,"Another important characteristic of video is that it can be compressed, thereby trading off video quality
with bit rate."
11828,"A video is a sequence of images, typically being displayed at a constant rate, for example,at 24 or 30 images per second."
11829,"An uncompressed, digitally encoded image consists of an array ofpixels, with each pixel encoded into a number of bits to represent luminance and color."
11830,"There are two
types of redundancy in video, both of which can be exploited by video compression ."
11831,"Spatial
redundancy  is the redundancy within a given image."
11832,"Intuitively, an image that consists of mostly white
space has a high degree of redundancy and can be efficiently compressed without significantlysacrificing image quality."
11833,Temporal redundancy  reflects repetition from image to subsequent image.
11834,"If,
for example, an image and the subsequent image are exactly the same, there is no reason to re-encode
the subsequent image; it is instead more efficient simply to indicate during encoding that the subsequentimage is exactly the same."
11835,Today’s off-the-shelf compression algorithms can compress a video toessentially any bit rate desired.
11836,"Of course, the higher the bit rate, the better the image quality and thebetter the overall user viewing experience."
11837,"We can also use compression to create multiple versions of the same video, each at a different quality
level."
11838,"For example, we can use compression to create, say, three versions of the same video, at rates of
300 kbps, 1 Mbps, and 3 Mbps."
11839,"Users can then decide which version they want to watch as a function of
their current available bandwidth."
11840,"Users with high-speed Internet connections might choose the 3 Mbps
version; users watching the video over 3G with a smartphone might choose the 300 kbps version.Similarly, the video in a video conference application can be compressed “on-the-fly” to provide the bestvideo quality given the available end-to-end bandwidth between conversing users."
11841,"9.1.2 Properties of Audio
Digital audio (including digitized speech and music) has significantly lower bandwidth requirements thanvideo."
11842,"Digital audio, however, has its own unique properties that must be considered when designingmultimedia network applications."
11843,"To understand these properties, let’s first consider how analog audio
(which humans and musical instruments generate) is converted to a digital signal:
The analog audio signal is sampled at some fixed rate, for example, at 8,000 samples per second."
11844,The value of each sample will be some real number.
11845,Each of the samples is then rounded to one of a finite number of values.
11846,This operation is referred toas quantization .
11847,"The number of such finite values—called quantization values—is typically a powerof two, for example, 256 quantization values."
11848,Each of the quantization values is represented by a fixed number of bits.
11849,"For example, if there are
256 quantization values, then each value—and hence each audio sample—is represented by one
byte."
11850,The bit representations of all the samples are then concatenated together to form the digitalrepresentation of the signal.
11851,"As an example, if an analog audio signal is sampled at 8,000 samples
per second and each sample is quantized and represented by 8 bits, then the resulting digital signal
will have a rate of 64,000 bits per second."
11852,"For playback through audio speakers, the digital signalcan then be converted back—that is, decoded—to an analog signal."
11853,"However, the decoded analogsignal is only an approximation of the original signal, and the sound quality may be noticeablydegraded (for example, high-frequency sounds may be missing in the decoded signal)."
11854,"Byincreasing the sampling rate and the number of quantization values, the decoded signal can betterapproximate the original analog signal."
11855,"Thus (as with video), there is a trade-off between the qualityof the decoded signal and the bit-rate and storage requirements of the digital signal."
11856,The basic encoding technique that we just described is called pulse code modulation (PCM) .
11857,"Speech
encoding often uses PCM, with a sampling rate of 8,000 samples per second and 8 bits per sample,resulting in a rate of 64 kbps."
11858,"The audio compact disk (CD) also uses PCM, with a sampling rate of44,100 samples per second with 16 bits per sample; this gives a rate of 705.6 kbps for mono and 1.411Mbps for stereo."
11859,"PCM-encoded speech and music, however, are rarely used in the Internet."
11860,"Instead, as with video,
compression techniques are used to reduce the bit rates of the stream."
11861,"Human speech can be
compressed to less than 10 kbps and still be intelligible."
11862,"A popular compression technique for near CD-
quality stereo music is MPEG 1 layer 3, more commonly known as MP3."
11863,"MP3 encoders can compress
to many different rates; 128 kbps is the most common encoding rate and produces very little sounddegradation."
11864,"A related standard is Advanced Audio Coding (AAC) , which has been popularized by
Apple."
11865,"As with video, multiple versions of a prerecorded audio stream can be created, each at a differentbit rate."
11866,"Although audio bit rates are generally much less than those of video, users are generally much more
sensitive to audio glitches than video glitches."
11867,"Consider, for example, a video conference taking place
over the Internet."
11868,"If, from time to time, the video signal is lost for a few seconds, the video conference
can likely proceed without too much user frustration."
11869,"If, however, the audio signal is frequently lost, the
users may have to terminate the session."
11870,"9.1.3 Types of Multimedia Network Applications
The Internet supports a large variety of useful and entertaining multimedia applications."
11871,"In this
subsection, we classify multimedia applications into three broad categories: (i) streaming storedaudio/video , (ii) conversational voice/video-over-IP , and (iii) streaming live audio/video ."
11872,"As we will soon
see, each of these application categories has its own set of service requirements and design issues."
11873,"Streaming Stored Audio and Video
To keep the discussion concrete, we focus here on streaming stored video, which typically combines
video and audio components."
11874,"Streaming stored audio (such as Spotify’s streaming music service) is
very similar to streaming stored video, although the bit rates are typically much lower."
11875,"In this class of applications, the underlying medium is prerecorded video, such as a movie, a television
show, a prerecorded sporting event, or a prerecorded user-generated video (such as those commonlyseen on YouTube)."
11876,"These prerecorded videos are placed on servers, and users send requests to the
servers to view the videos on demand ."
11877,"Many Internet companies today provide streaming video,
including YouTube (Google), Netflix, Amazon, and Hulu."
11878,"Streaming stored video has three key
distinguishing features."
11879,Streaming.
11880,"In a streaming stored video application, the client typically begins video playout within a
few seconds after it begins receiving the video from the server."
11881,"This means that the client will be
playing out from one location in the video while at the same time receiving later parts of the videofrom the server."
11882,"This technique, known as streaming, avoids having to download the entire video
file (and incurring a potentially long delay) before playout begins."
11883,Interactivity.
11884,"Because the media is prerecorded, the user may pause, reposition forward, reposition
backward, fast-forward, and so on through the video content."
11885,"The time from when the user makes
such a request until the action manifests itself at the client should be less than a few seconds foracceptable responsiveness."
11886,Continuous playout.
11887," Once playout of the video begins, it should proceed according to the original
timing of the recording."
11888,"Therefore, data must be received from the server in time for its playout at theclient; otherwise, users experience video frame freezing (when the client waits for the delayedframes) or frame skipping (when the client skips over delayed frames)."
